book_id,title,title_without_series,image_url,book_url,num_pages,format,edition_information,publisher,publication_day,publication_year,publication_month,average_rating,ratings_count,description,authors,published,record_create_timestamp
43272260,A Map Into the World,A Map Into the World,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1563395342l/43272260._SX98_.jpg,https://www.goodreads.com/book/show/43272260-a-map-into-the-world,32,Hardcover,,Carolrhoda Books (R),1,2019,10,4.37,302,"A story of a young girl seeking beauty and connection in a busy world. As the seasons change, so too does a young Hmong girl's world. She moves into a new home with her family and encounters both birth and death. As this curious girl explores life inside her house and beyond, she collects bits of the natural world. But who are her treasures for?",1124669,2019,2020-02-19 21:42:33.440361
23454554,"A Shot of Sin (Vault of Sin, #1)",A Shot of Sin,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1489461963l/23454554._SX98_.jpg,https://www.goodreads.com/book/show/23454554-a-shot-of-sin,226,Paperback,,Eden Summers,13,2015,1,3.93,1437,"Throw back a shot of pure sin. Leo Petrova has a dirty secret that’s about to get blown wide open. The exclusive VIP area hidden beneath his night club, Shot of Sin, is short staffed a bartender. The only available replacement is Shay—his temptation, his distraction—the sole woman he refuses to escort down the secret staircase. She has no clue about the private adult club that lies beneath her feet and he’d prefer to keep it that way. The Vault of Sin is the only place he can let his sexual proclivities run wild and he’s learned the hard way that Shay is too virtuous to be comfortable in the erotic environment.Shay Porter is curious as to why her boss, the king of mixed messages, seems almost desperate to keep her from discovering what’s on the other side of the guarded door at the back of the building. But she’s never backed down from a challenge before. Sliding into Leo’s arms and this new world of carnal exploration is addictive yet frightening. She could lose her job, her self-respect, and her heart.Exposing a vanilla woman to a sorbet lifestyle isn’t something Leo’s business partners approve of. Secrets are at stake. Friendships, too. And through it all, neither one of them can ignore the wicked taste of sin threatening to tear it all apart. Warning: This sex club does not carry the government’s stamp of approval. Contains devilish debauchery, delightful deviance, and dancing on the edge of the darkest of sexual desires. Please note: This book was previously released by Samhain Publishing. This new edition contains a few slight tweaks as well as a new setting for the series.",6534710,2015,2020-02-19 21:42:34.405612
4799,Cannery Row,Cannery Row,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://www.goodreads.com/book/show/4799.Cannery_Row,181,Paperback,,Penguin Books,5,2002,2,4.04,106888,"Cannery Row is a book without much of a plot. Rather, it is an attempt to capture the feeling and people of a place, the cannery district of Monterey, California, which is populated by a mix of those down on their luck and those who choose for other reasons not to live ""up the hill"" in the more respectable area of town. The flow of the main plot is frequently interrupted by short vignettes that introduce us to various denizens of the Row, most of whom are not directly connected with the central story. These vignettes are often characterized by direct or indirect reference to extreme violence: suicides, corpses, and the cruelty of the natural world.The ""story"" of Cannery Row follows the adventures of Mack and the boys, a group of unemployed yet resourceful men who inhabit a converted fish-meal shack on the edge of a vacant lot down on the Row.Sweet Thursday is the sequel to Cannery Row.",585,2002,2020-02-19 21:42:35.333982
51411855,Mary E. Walker: America's Only Female Medal of Honor Recipient,Mary E. Walker: America's Only Female Medal of Honor Recipient,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1581995068l/51411855._SX98_.jpg,https://www.goodreads.com/book/show/51411855-mary-e-walker,324,,,A. H. Press,8,2020,5,4.44,130,"In the history of America, only one woman has ever received the Medal of Honor: Dr. Mary Edwards Walker. However, Mary’s life was more than just a medal. Not only was Mary a leading suffragist, the first female surgeon to serve in the United States Army, and an advocate of women’s dress reform, she was a woman who put the lives of others before hers. She sacrificed her personal happiness, her comforts, and her reputation in order to fight for the ideals she believed in, both during and after her service in the American Civil War. Mary was a nonconformist in every way, refusing to bow down to society’s establishments. When society towered above her, demanding her to surrender, Mary planted herself like a tree and stood her ground. Mary’s life is a testament to the idea of selflessness. Today, many Americans stand on her shoulders.This book is more than a simple biography of Mary's life. Instead, this book seeks to understand the woman behind the medal. It seeks to discover the core of Mary's being and the inspirations that turned her into who she was. People may know Dr. Walker. The question is: who was Mary?",8442873,2020,2020-02-19 21:42:36.405723
33952116,Tôi Đã Đi Du Học Bằng Học Bổng Như Thế Nào?,Tôi Đã Đi Du Học Bằng Học Bổng Như Thế Nào?,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1484880628l/33952116._SX98_.jpg,https://www.goodreads.com/book/show/33952116-t-i-i-du-h-c-b-ng-h-c-b-ng-nh-th-n-o,211,Paperback,,Alphabooks,,2016,7,4.19,59,"Xuất phát điểm là học sinh nông thôn, điều kiện học ngoại ngữ không có. Nhưng tác giả không ngừng nỗ lực học hỏi, trau dồi kiến thức để hiện thực hóa giấc mơ du học của chính mình. Cũng như cố gắng phấn đấu để sự nghiệp nghiên cứu của bản thân ngày càng hữu ích hơn và ngày càng tốt hơn.Cuốn sách viết về hành trình gian nan của chính tác giả để chinh phục các học bổng ở nhiều nước khác nhau, cũng như quá trình thay đổi bản thân, thích nghi được với mọi hoàn cảnh, môi trường, văn hóa khác nhau như Hàn Quốc, Nhật Bản…",15755726,2016,2020-02-19 21:42:37.359865
27266,"Glass Houses (The Morganville Vampires, #1)",Glass Houses,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://www.goodreads.com/book/show/27266.Glass_Houses,239,Paperback,,NAL Jam,3,2006,10,3.92,89815,"From the author of the popular Weather Warden series comes the debut of an exciting new series set in Morganville, Texas, where you would be well advised to avoid being out after dark.College freshman Claire Danvers has had enough of her nightmarish dorm situation. When Claire heads off-campus, the imposing old house where she finds a room may not be much better. Her new roommates don't show many signs of life, but they'll have Claire's back when the town's deepest secrets come crawling out, hungry for fresh blood. Will she be able to face the town's terror or will she drown like everyone else?",15292,2006,2020-02-19 21:42:38.284435
130520,The Mosquito Coast,The Mosquito Coast,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://www.goodreads.com/book/show/130520.The_Mosquito_Coast,384,Paperback,,Mariner Books,1,2006,6,3.83,9075,"In a breathtaking adventure story, the paranoid and brilliant inventor Allie Fox takes his family to live in the Honduran jungle, determined to build a civilization better than the one they've left. Fleeing from an America he sees as mired in materialism and conformity, he hopes to rediscover a purer life. But his utopian experiment takes a dark turn when his obsessions lead the family toward unimaginable danger.",9599,2006,2020-02-19 21:42:39.257048
40227655,Follow Me To Ground,Follow Me To Ground,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1547129424l/40227655._SX98_.jpg,https://www.goodreads.com/book/show/40227655-follow-me-to-ground,208,,,New Island Books,31,2018,5,3.78,992,"Ada, a girl who hasn’t gone quite to plan, and Father live a quiet life together, in a clearing in the woods outside of town. They spend their years tending to local Cures – the human folk who come to them, cautiously, with various ailments, and for whom they care little.Ada embarks on a disquieting relationship with a local Cure named Samson, much to the displeasure of her father and Samson’s widowed, pregnant sister. When Ada is forced to choose between her old and new lives, what she does will change the town – and The Ground itself – forever.Follow Me To Ground is an unnerving, beautifully controlled tour-de-force, a sinister tale that questions our preconceptions of predator and prey and the consequences of unchecked desire",18064393,2018,2020-02-19 21:42:40.241857
51288826,Maddox: MC Biker Erotica Romance,Maddox: MC Biker Erotica Romance,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1581778450l/51288826._SX98_.jpg,https://www.goodreads.com/book/show/51288826-maddox,,Kindle Edition,,,15,2020,2,4.33,21,"Maggie: After another night shift at the hospital I was ready to go home and sleep for a week. Maybe two. All of that turned upside down when I saw him being wheeled in on a gurney, bullet wounds piercing his powerful body. Those thundercloud eyes that captivated me and the devilish grin that made me do reckless things. My prince of darkness, my savior, my love. The one who abandoned me.Maddox: Less than three days hours ago I couldn't have even imagined that I'd meet this angel. Her shining eyes, her killer body and her smile that makes me want to make her mine. And now I have to let her go. I wouldn't be in this situation if it wasn't for our rival club. Her life is in danger and I can’t be around her until I’m able to protect her with my life. I'm not leaving, baby. I'm coming back to you.Author's note: This is a short, over-the-top, steamy insta-love romance with an alpha biker and a romantic, curvy heroine. No cheating, no cliffhangers, only a guaranteed, big Happy Ever After! This book is the first one in the Sweet Treats series but can be read as a standalone.",19705698,2020,2020-02-19 21:42:41.216690
16085481,"Crazy Rich Asians (Crazy Rich Asians, #1)",Crazy Rich Asians,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1364852559l/16085481._SX98_.jpg,https://www.goodreads.com/book/show/16085481-crazy-rich-asians,403,Hardcover,,Doubleday,11,2013,6,3.84,286948,"Crazy Rich Asians is the outrageously funny debut novel about three super-rich, pedigreed Chinese families and the gossip, backbiting, and scheming that occurs when the heir to one of the most massive fortunes in Asia brings home his ABC (American-born Chinese) girlfriend to the wedding of the season.When Rachel Chu agrees to spend the summer in Singapore with her boyfriend, Nicholas Young, she envisions a humble family home, long drives to explore the island, and quality time with the man she might one day marry. What she doesn't know is that Nick's family home happens to look like a palace, that she'll ride in more private planes than cars, and that with one of Asia's most eligible bachelors on her arm, Rachel might as well have a target on her back.Initiated into a world of dynastic splendor beyond imagination, Rachel meets Astrid, the It Girl of Singapore society; Eddie, whose family practically lives in the pages of the Hong Kong socialite magazines; and Eleanor, Nick's formidable mother, a woman who has very strong feelings about who her son should--and should not--marry. Uproarious, addictive, and filled with jaw-dropping opulence, Crazy Rich Asians is an insider's look at the Asian JetSet; a perfect depiction of the clash between old money and new money; between Overseas Chinese and Mainland Chinese; and a fabulous novel about what it means to be young, in love, and gloriously, crazily rich.",634694,2013,2020-02-19 21:42:42.137782
51450191,Tender Buttons,Tender Buttons,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1581990296l/51450191._SX98_.jpg,https://www.goodreads.com/book/show/51450191-tender-buttons,90,Paperback,Centennial Edition,Book*hug Press,,2008,,3.75,5256,"A seminal text in the history of poetry and poetics, Tender Buttons was originally published in 1914 and is considered one of the great Modern experiments in verse. At one time or another it has been thought of as a masterpiece of Cubism, a modernist triumph, a spectacular failure, a collection of confusing gibberish, and an intentional hoax. Despite the fact that it was written by an ex-pat American, the text of Tender Buttons has had massive influence on Canadian poetry and poetics for nearly three quarters of a century. Therefore, BookThug is pleased to produce the first Canadian Edition of this important text in a publication that pays homage to the original 1914 edition.",9325,2008,2020-02-19 21:42:43.039426
6263849,Temporada de caza para el león negro,Temporada de caza para el león negro,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1343327172l/6263849._SX98_.jpg,https://www.goodreads.com/book/show/6263849-temporada-de-caza-para-el-le-n-negro,128,Paperback,,Anagrama,5,2009,2,3.58,192,"Golo, el impredecible protagonista de esta novela, podría sintetizar las cualidades de un perfecto anti enfant terrible del arte. Golo es hermoso y sucio como un dios desmañanado después de una orgía, un genio precoz y salvaje de la pintura, un vitalista imparable que reparte el día entre la pintura, las drogas y el sexo, pero sobre todo el sexo. En este libro hay dosis certeras de humor, pasión y vitalidad, goce por el arte y por la vida, así como una crítica feroz a un medio elitista que concibe el arte como una prenda de moda según los dictados de la temporada. Los episodios de la vida de Golo –contados por su amante gay de turno– se suceden a la velocidad del zapping televisivo, con la energía de una canción de rock o con la contundencia de un puñetazo en la cara. En esta su deslumbrante segunda novela, su joven autor deja claro que es un narrador de la mejor cepa de la reciente narrativa latinoamericana. En palabras de Sergio Pitol, atento lector del manuscrito, «Tryno Maldonado logra con extraordinaria maestría enlazar y fundir una literatura divertida y hasta delicada con un personaje irrespetuoso, subversivo, feroz y a la vez radiante. Un príncipe del sexo».",874131,2009,2020-02-19 21:42:43.962327
18141627,"暗殺教室 5 [Ansatsu Kyoushitsu 5] (Assassination Classroom, #5)",暗殺教室 5 [Ansatsu Kyoushitsu 5],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372656574l/18141627._SX98_.jpg,https://www.goodreads.com/book/show/18141627-5-ansatsu-kyoushitsu-5,192,Paperback,,集英社,4,2013,7,4.39,2654,殺せんせー暗殺を確実なものとするため、防衛省はE組に新しい教師を派遣した。彼は烏間に代わり生徒の訓練担当になるが、常軌を逸した教育方針で！？,6552699,2013,2020-02-19 21:42:44.886506
18114322,The Grapes of Wrath,The Grapes of Wrath,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375670575l/18114322._SY160_.jpg,https://www.goodreads.com/book/show/18114322-the-grapes-of-wrath,479,Hardcover,75th Anniversary Edition,Viking,10,2014,4,3.96,707165,"The Pulitzer Prize-winning epic of the Great Depression, a book that galvanized—and sometimes outraged—millions of readers.First published in 1939, Steinbeck’s Pulitzer Prize-winning epic of the Great Depression chronicles the Dust Bowl migration of the 1930s and tells the story of one Oklahoma farm family, the Joads—driven from their homestead and forced to travel west to the promised land of California. Out of their trials and their repeated collisions against the hard realities of an America divided into Haves and Have-Nots evolves a drama that is intensely human yet majestic in its scale and moral vision, elemental yet plainspoken, tragic but ultimately stirring in its human dignity. A portrait of the conflict between the powerful and the powerless, of one man’s fierce reaction to injustice, and of one woman’s stoical strength, the novel captures the horrors of the Great Depression and probes into the very nature of equality and justice in America. At once a naturalistic epic, captivity narrative, road novel, and transcendental gospel, Steinbeck’s powerful landmark novel is perhaps the most American of American Classics.",585,2014,2020-02-19 21:42:45.826018
42749509,My Irish Kings (Quick & Dirty #2),My Irish Kings,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://www.goodreads.com/book/show/42749509-my-irish-kings,,,,,,,,4.19,625,"Grab this sexy new Irish reverse-harem romance at this special release price! Five years I’ve been kept under the control of Ireland’s most vicious gang leader. Now that I’m eighteen, he’s forcing me to marry him. I’d rather die a thousand deaths. I escape to the only place I can be safe--home of my captor’s biggest rival, the Irish Kings. There’s X, the living weapon with a haunted past. His vicious touch helps release all this anger in me. Jace, the teddy bear with a warrior’s heart. His melodic Irish brogue is a balm to my soul. And Magnar King, their intimidating leader. Whose eyes flare with hunger when I’m near, yet backs away like I’ve burned him when we touch. He doesn’t remember me. But I remember him. They’re all so different. But they all make me feel safe. They awaken needs in me—strange needs. I want all of them. But I just might need all of them to heal. This is a smoking hot yet emotional reverse-harem romance, a full-length, standalone novel. Three sexy Irish brothers-in-arms who aren’t afraid to share and take their special woman to the ends of her pleasure. Sienna’s Quick Dirty series consists of standalone novels which are hotter, dirtier and quicker than her other novels.",16591690,,2020-02-19 21:42:46.793219
13667,"The Farthest Shore (Earthsea Cycle, #3)",The Farthest Shore,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://www.goodreads.com/book/show/13667.The_Farthest_Shore,259,Paperback,,Gallery Books,1,2004,11,4.12,88272,"Book Three of Ursula K. Le Guin's Earthsea CycleDarkness threatens to overtake Earthsea: the world and its wizards are losing their magic. Despite being wearied with age, Ged Sparrowhawk -- Archmage, wizard, and dragonlord -- embarks on a daring, treacherous journey, accompanied by Enlad's young Prince Arren, to discover the reasons behind this devastating pattern of loss. Together they will sail to the farthest reaches of their world -- even beyond the realm of death -- as they seek to restore magic to a land desperately thirsty for it.With millions of copies sold worldwide, Ursula K. Le Guin's Earthsea Cycle has earned a treasured place on the shelves of fantasy lovers everywhere, alongside the works of such beloved authors as J. R. R. Tolkien and C. S. Lewis.",874602,2004,2020-02-19 21:43:19.411654
47769549,"Intricate Obsessions (Intricate, #3)",Intricate Obsessions,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1565885727l/47769549._SX98_.jpg,https://www.goodreads.com/book/show/47769549-intricate-obsessions,232,Paperback,,Independently Published,6,2019,8,4.34,87,"Gaia and Raoul have recovered from the poisoning, but the assassination attempt has fractured their relationship beyond repair. Dominique has lost his mother, his crew, and his purpose, and is trying not to lose his sister, while playing a dangerous game with the Governor. Salim has confessed his treason and has threatened to eradicate Kayamato with the release of a deadly disease, unless he's given reigning power. Beneath it all, Antione's obsession simmers as he moves his final pieces into place. Will the players be able to fight their individual threats by coming together, or will they be picked off, one at a time, one after the other?",7410834,2019,2020-02-19 21:43:20.374058
29780253,Born a Crime: Stories From a South African Childhood,Born a Crime: Stories From a South African Childhood,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1473867911l/29780253._SX98_.jpg,https://www.goodreads.com/book/show/29780253-born-a-crime,285,Hardcover,,Doubleday Canada,15,2016,11,4.46,284432,"The compelling, inspiring, and comically sublime New York Times bestseller about one man’s coming-of-age, set during the twilight of apartheid and the tumultuous days of freedom that followed. Trevor Noah’s unlikely path from apartheid South Africa to the desk of The Daily Show began with a criminal act: his birth. Trevor was born to a white Swiss father and a black Xhosa mother at a time when such a union was punishable by five years in prison. Living proof of his parents’ indiscretion, Trevor was kept mostly indoors for the earliest years of his life, bound by the extreme and often absurd measures his mother took to hide him from a government that could, at any moment, steal him away. Finally liberated by the end of South Africa’s tyrannical white rule, Trevor and his mother set forth on a grand adventure, living openly and freely and embracing the opportunities won by a centuries-long struggle. Born a Crime is the story of a mischievous young boy who grows into a restless young man as he struggles to find himself in a world where he was never supposed to exist. It is also the story of that young man’s relationship with his fearless, rebellious, and fervently religious mother—his teammate, a woman determined to save her son from the cycle of poverty, violence, and abuse that would ultimately threaten her own life. The eighteen personal essays collected here are by turns hilarious, dramatic, and deeply affecting. Whether subsisting on caterpillars for dinner during hard times, being thrown from a moving car during an attempted kidnapping, or just trying to survive the life-and-death pitfalls of dating in high school, Trevor illuminates his curious world with an incisive wit and unflinching honesty. His stories weave together to form a moving and searingly funny portrait of a boy making his way through a damaged world in a dangerous time, armed only with a keen sense of humor and a mother’s unconventional, unconditional love.Source: penguinrandomhouse.ca",15149526,2016,2020-02-19 21:43:21.303552
51057368,Fake It 'til You Make Out (Love & Luck #1),Fake It 'til You Make Out,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://www.goodreads.com/book/show/51057368-fake-it-til-you-make-out,,,,,,,,4.16,266,"Heath It’s a classic story: Boy meets girl, girl breaks boy’s heart, boy pretends to be gay to get back at girl, girl outs boy to everyone on Facebook… Okay, maybe it’s not that classic. But it’s what happened to me. When I bump into my cheating ex and catch sight of the moon-sized rock on her finger, there’s only one option to save face: pretend to be dating my gay best friend, Declan. And when she outs me on Facebook and everyone I know sees it, there’s still only one option: keep pretending to be dating Declan. And when Declan and I have to kiss to keep up the ruse and it turns out there’s actually a spark between us (more like a blazing inferno, if truth be told) there’s once again only one option… Warning: this book is not appropriate for anyone who doesn’t like laughing, anyone who doesn’t like dogs, or anyone who doesn’t like hot men having a lot of sex…with each other. *Happily Ever After included",19490084,,2020-02-19 21:43:22.266100
34747990,Bugcat-Capoo,Bugcat-Capoo,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1491051665l/34747990._SX98_.jpg,https://www.goodreads.com/book/show/34747990-bugcat-capoo,,ebook,,,,2015,,4.50,6,"Like a cat, like a bug, this cute and scary story of Capoo will heal your heart, and eat all your meat. A heartwarming comedy of its daily life begins! First place in 2015 LINE Webtoon original comic competition, short comic category, Taiwan region.",15139149,2015,2020-02-19 21:43:23.168852
43272260,A Map Into the World,A Map Into the World,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1563395342l/43272260._SX98_.jpg,https://www.goodreads.com/book/show/43272260-a-map-into-the-world,32,Hardcover,,Carolrhoda Books (R),1,2019,10,4.37,302,"A story of a young girl seeking beauty and connection in a busy world. As the seasons change, so too does a young Hmong girl's world. She moves into a new home with her family and encounters both birth and death. As this curious girl explores life inside her house and beyond, she collects bits of the natural world. But who are her treasures for?",1124669,2019,2020-02-19 21:43:24.084465
23454554,"A Shot of Sin (Vault of Sin, #1)",A Shot of Sin,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1489461963l/23454554._SX98_.jpg,https://www.goodreads.com/book/show/23454554-a-shot-of-sin,226,Paperback,,Eden Summers,13,2015,1,3.93,1437,"Throw back a shot of pure sin. Leo Petrova has a dirty secret that’s about to get blown wide open. The exclusive VIP area hidden beneath his night club, Shot of Sin, is short staffed a bartender. The only available replacement is Shay—his temptation, his distraction—the sole woman he refuses to escort down the secret staircase. She has no clue about the private adult club that lies beneath her feet and he’d prefer to keep it that way. The Vault of Sin is the only place he can let his sexual proclivities run wild and he’s learned the hard way that Shay is too virtuous to be comfortable in the erotic environment.Shay Porter is curious as to why her boss, the king of mixed messages, seems almost desperate to keep her from discovering what’s on the other side of the guarded door at the back of the building. But she’s never backed down from a challenge before. Sliding into Leo’s arms and this new world of carnal exploration is addictive yet frightening. She could lose her job, her self-respect, and her heart.Exposing a vanilla woman to a sorbet lifestyle isn’t something Leo’s business partners approve of. Secrets are at stake. Friendships, too. And through it all, neither one of them can ignore the wicked taste of sin threatening to tear it all apart. Warning: This sex club does not carry the government’s stamp of approval. Contains devilish debauchery, delightful deviance, and dancing on the edge of the darkest of sexual desires. Please note: This book was previously released by Samhain Publishing. This new edition contains a few slight tweaks as well as a new setting for the series.",6534710,2015,2020-02-19 21:43:25.043196
4799,Cannery Row,Cannery Row,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://www.goodreads.com/book/show/4799.Cannery_Row,181,Paperback,,Penguin Books,5,2002,2,4.04,106888,"Cannery Row is a book without much of a plot. Rather, it is an attempt to capture the feeling and people of a place, the cannery district of Monterey, California, which is populated by a mix of those down on their luck and those who choose for other reasons not to live ""up the hill"" in the more respectable area of town. The flow of the main plot is frequently interrupted by short vignettes that introduce us to various denizens of the Row, most of whom are not directly connected with the central story. These vignettes are often characterized by direct or indirect reference to extreme violence: suicides, corpses, and the cruelty of the natural world.The ""story"" of Cannery Row follows the adventures of Mack and the boys, a group of unemployed yet resourceful men who inhabit a converted fish-meal shack on the edge of a vacant lot down on the Row.Sweet Thursday is the sequel to Cannery Row.",585,2002,2020-02-19 21:43:25.982382
51411855,Mary E. Walker: America's Only Female Medal of Honor Recipient,Mary E. Walker: America's Only Female Medal of Honor Recipient,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1581995068l/51411855._SX98_.jpg,https://www.goodreads.com/book/show/51411855-mary-e-walker,324,,,A. H. Press,8,2020,5,4.44,130,"In the history of America, only one woman has ever received the Medal of Honor: Dr. Mary Edwards Walker. However, Mary’s life was more than just a medal. Not only was Mary a leading suffragist, the first female surgeon to serve in the United States Army, and an advocate of women’s dress reform, she was a woman who put the lives of others before hers. She sacrificed her personal happiness, her comforts, and her reputation in order to fight for the ideals she believed in, both during and after her service in the American Civil War. Mary was a nonconformist in every way, refusing to bow down to society’s establishments. When society towered above her, demanding her to surrender, Mary planted herself like a tree and stood her ground. Mary’s life is a testament to the idea of selflessness. Today, many Americans stand on her shoulders.This book is more than a simple biography of Mary's life. Instead, this book seeks to understand the woman behind the medal. It seeks to discover the core of Mary's being and the inspirations that turned her into who she was. People may know Dr. Walker. The question is: who was Mary?",8442873,2020,2020-02-19 21:43:26.933159
33952116,Tôi Đã Đi Du Học Bằng Học Bổng Như Thế Nào?,Tôi Đã Đi Du Học Bằng Học Bổng Như Thế Nào?,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1484880628l/33952116._SX98_.jpg,https://www.goodreads.com/book/show/33952116-t-i-i-du-h-c-b-ng-h-c-b-ng-nh-th-n-o,211,Paperback,,Alphabooks,,2016,7,4.19,59,"Xuất phát điểm là học sinh nông thôn, điều kiện học ngoại ngữ không có. Nhưng tác giả không ngừng nỗ lực học hỏi, trau dồi kiến thức để hiện thực hóa giấc mơ du học của chính mình. Cũng như cố gắng phấn đấu để sự nghiệp nghiên cứu của bản thân ngày càng hữu ích hơn và ngày càng tốt hơn.Cuốn sách viết về hành trình gian nan của chính tác giả để chinh phục các học bổng ở nhiều nước khác nhau, cũng như quá trình thay đổi bản thân, thích nghi được với mọi hoàn cảnh, môi trường, văn hóa khác nhau như Hàn Quốc, Nhật Bản…",15755726,2016,2020-02-19 21:43:27.851953
27266,"Glass Houses (The Morganville Vampires, #1)",Glass Houses,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://www.goodreads.com/book/show/27266.Glass_Houses,239,Paperback,,NAL Jam,3,2006,10,3.92,89816,"From the author of the popular Weather Warden series comes the debut of an exciting new series set in Morganville, Texas, where you would be well advised to avoid being out after dark.College freshman Claire Danvers has had enough of her nightmarish dorm situation. When Claire heads off-campus, the imposing old house where she finds a room may not be much better. Her new roommates don't show many signs of life, but they'll have Claire's back when the town's deepest secrets come crawling out, hungry for fresh blood. Will she be able to face the town's terror or will she drown like everyone else?",15292,2006,2020-02-19 21:43:28.831800
130520,The Mosquito Coast,The Mosquito Coast,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://www.goodreads.com/book/show/130520.The_Mosquito_Coast,384,Paperback,,Mariner Books,1,2006,6,3.83,9075,"In a breathtaking adventure story, the paranoid and brilliant inventor Allie Fox takes his family to live in the Honduran jungle, determined to build a civilization better than the one they've left. Fleeing from an America he sees as mired in materialism and conformity, he hopes to rediscover a purer life. But his utopian experiment takes a dark turn when his obsessions lead the family toward unimaginable danger.",9599,2006,2020-02-19 21:43:29.778792
40227655,Follow Me To Ground,Follow Me To Ground,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1547129424l/40227655._SX98_.jpg,https://www.goodreads.com/book/show/40227655-follow-me-to-ground,208,,,New Island Books,31,2018,5,3.78,992,"Ada, a girl who hasn’t gone quite to plan, and Father live a quiet life together, in a clearing in the woods outside of town. They spend their years tending to local Cures – the human folk who come to them, cautiously, with various ailments, and for whom they care little.Ada embarks on a disquieting relationship with a local Cure named Samson, much to the displeasure of her father and Samson’s widowed, pregnant sister. When Ada is forced to choose between her old and new lives, what she does will change the town – and The Ground itself – forever.Follow Me To Ground is an unnerving, beautifully controlled tour-de-force, a sinister tale that questions our preconceptions of predator and prey and the consequences of unchecked desire",18064393,2018,2020-02-19 21:43:30.704974
51288826,Maddox: MC Biker Erotica Romance,Maddox: MC Biker Erotica Romance,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1581778450l/51288826._SX98_.jpg,https://www.goodreads.com/book/show/51288826-maddox,,Kindle Edition,,,15,2020,2,4.33,21,"Maggie: After another night shift at the hospital I was ready to go home and sleep for a week. Maybe two. All of that turned upside down when I saw him being wheeled in on a gurney, bullet wounds piercing his powerful body. Those thundercloud eyes that captivated me and the devilish grin that made me do reckless things. My prince of darkness, my savior, my love. The one who abandoned me.Maddox: Less than three days hours ago I couldn't have even imagined that I'd meet this angel. Her shining eyes, her killer body and her smile that makes me want to make her mine. And now I have to let her go. I wouldn't be in this situation if it wasn't for our rival club. Her life is in danger and I can’t be around her until I’m able to protect her with my life. I'm not leaving, baby. I'm coming back to you.Author's note: This is a short, over-the-top, steamy insta-love romance with an alpha biker and a romantic, curvy heroine. No cheating, no cliffhangers, only a guaranteed, big Happy Ever After! This book is the first one in the Sweet Treats series but can be read as a standalone.",19705698,2020,2020-02-19 21:43:31.685903
